   price  quantity  type               timestamp
2  42090   66.7352     0 2024-04-28 18:44:55.982
3  42080  665.4801     0 2024-04-28 18:44:55.982
4  42070   52.4801     0 2024-04-28 18:44:55.982
   price  quantity  type               timestamp
0  42160  133.5836     1 2024-04-28 18:44:55.982
1  42180  145.4801     1 2024-04-28 18:44:55.982
2  42190  112.7026     1 2024-04-28 18:44:55.982
3  42200   36.4351     1 2024-04-28 18:44:55.982
4  42210  119.8610     1 2024-04-28 18:44:55.982
   price  quantity  type               timestamp
0  42150   96.7563     0 2024-04-28 18:45:00.955
1  42100   15.8674     0 2024-04-28 18:45:00.955
2  42090   66.7352     0 2024-04-28 18:45:00.955
3  42080  665.4801     0 2024-04-28 18:45:00.955
4  42070   52.4801     0 2024-04-28 18:45:00.955
   price  quantity  type               timestamp
0  42160  132.1499     1 2024-04-28 18:45:00.955
1  42180  145.4801     1 2024-04-28 18:45:00.955
2  42190  112.7026     1 2024-04-28 18:45:00.955
3  42200   36.4351     1 2024-04-28 18:45:00.955
4  42210  119.8610     1 2024-04-28 18:45:00.955
   price  quantity  type               timestamp
0  42100   15.8674     0 2024-04-28 18:45:05.914
1  42090   14.2551     0 2024-04-28 18:45:05.914
2  42070   27.4801     0 2024-04-28 18:45:05.914
3  42060   40.3430     0 2024-04-28 18:45:05.914
4  42050  245.2136     0 2024-04-28 18:45:05.914
   price  quantity  type               timestamp
0  42130  113.0000     1 2024-04-28 18:45:05.914
1  42140   27.4801     1 2024-04-28 18:45:05.914
2  42150  123.0931     1 2024-04-28 18:45:05.914
3  42160  112.7475     1 2024-04-28 18:45:05.914
4  42170   27.4801     1 2024-04-28 18:45:05.914
   price  quantity  type               timestamp
0  42100   15.8674     0 2024-04-28 18:45:10.882
1  42090   14.2551     0 2024-04-28 18:45:10.882
2  42060   15.3430     0 2024-04-28 18:45:10.882
3  42050  220.2136     0 2024-04-28 18:45:10.882
4  42040  532.2374     0 2024-04-28 18:45:10.882
   price  quantity  type               timestamp
0  42110  113.0000     1 2024-04-28 18:45:10.882
